index,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat,rivhgt,elevtn
2113,22681,0.000000,-30.625000,30.375000,13,6662.974121,30.527340,-30.677080,9292,2838,diva_id__2367,30.458750,-30.736252,0.609000,30.458750,-30.736252,2.000000,0.000000
2114,8314,3182.013419,46.875000,30.625000,10,2241.148926,30.791020,46.484380,7271,1575,diva_id__1104,30.748751,46.542915,-0.060000,30.748751,46.542915,2.000000,0.000000
2115,8396,4500.933796,46.625000,30.625000,10,2823.798828,30.791020,46.484380,5258,1575,diva_id__1104,30.732918,46.509583,-0.060000,30.732918,46.509583,2.000000,0.000000
2116,10118,0.000000,41.125000,30.625000,39,62769.125000,30.673830,41.119790,2326,1816,diva_id__1345,30.648750,41.128750,-0.148000,30.648750,41.128750,2.000000,0.000000
2117,11287,0.000000,36.875000,30.625000,10,2855.928711,30.644530,36.822920,3745,1879,diva_id__1408,30.625418,36.852917,-0.148000,30.625418,36.852917,2.000000,0.000000
2118,12703,0.000000,31.125000,30.625000,10,1493.263062,30.556640,31.484380,20317,2010,diva_id__1539,30.748751,31.403749,-0.021000,30.748751,31.403749,2.000000,0.000000
2120,10119,0.000000,41.125000,30.875000,10,2440.199219,31.092900,41.093760,11210,1814,diva_id__1343,30.962084,41.072914,-0.147000,30.962084,41.072914,2.000000,0.000000
2121,11288,0.000000,36.875000,30.875000,10,6733.263184,30.761720,36.822920,14916,14676,diva_idp_med_2060,30.923750,36.857082,-0.148000,30.923750,36.857082,2.000000,0.000000
2122,22589,0.000000,-30.125000,30.875000,10,4392.817871,30.849610,-30.182290,4884,2843,diva_id__2372,30.802917,-30.199585,0.560000,30.802917,-30.199585,2.000000,0.000000
2123,8398,0.000000,46.625000,31.125000,10,5373.519043,31.142580,46.614580,3126,1580,diva_id__1109,31.177917,46.628750,-0.060000,31.177917,46.628750,2.000000,0.000000
2124,11289,0.000000,36.875000,31.125000,10,2560.052002,31.248530,36.822920,6281,14677,diva_idp_med_2061,31.178751,36.831249,-0.147000,31.178751,36.831249,2.000000,0.000000
2125,12555,2435.391632,31.625000,31.125000,10,2174.779053,31.318360,31.536460,13692,2012,diva_id__1541,31.184584,31.582916,-0.002000,31.184584,31.582916,2.000000,0.000000
2127,22549,0.000000,-29.875000,31.125000,10,4440.527832,31.025390,-29.817710,1847,100,durban,31.042084,-29.809586,0.596000,31.042084,-29.809586,2.000000,0.000000
2128,11376,0.000000,36.625000,31.375000,10,1334.412964,31.347660,36.822920,14857,1880,diva_id__1409,31.480417,36.742081,-0.111000,31.480417,36.742081,2.000000,0.000000
2129,22430,0.000000,-29.125000,31.375000,39,29025.724609,31.494140,-29.244790,2621,2839,diva_id__2368,31.492918,-29.221252,0.604000,31.492918,-29.221252,2.000000,0.000000
2130,22468,0.000000,-29.375000,31.375000,10,2736.367188,31.494140,-29.244790,22079,2839,diva_id__2368,31.335417,-29.387085,0.604000,31.335417,-29.387085,2.000000,0.000000
2131,12557,0.000000,31.625000,31.875000,10,2242.631836,31.845700,31.536460,1043,2002,diva_id__1531,31.845417,31.527082,-0.031000,31.845417,31.527082,2.000000,0.000000
2132,2185,1963.808224,69.625000,32.125000,13,1366.156494,32.285160,69.609380,11994,4151,diva_id__3683,32.032917,69.547081,-0.182000,32.032917,69.547081,2.000000,0.000000
2133,8317,0.000000,46.875000,32.125000,83,63691.601562,32.021480,46.640630,28467,1588,diva_id__1117,32.002918,46.896248,-0.077000,32.002918,46.896248,2.411293,0.000000
2134,9979,0.000000,41.625000,32.125000,19,13340.393555,31.464840,41.562500,48974,1808,diva_id__1337,32.052917,41.579582,-0.147000,32.052917,41.579582,2.000000,0.000000
2137,22401,0.000000,-28.875000,32.125000,10,3668.316650,32.080080,-28.828120,5002,361,richards_bay,32.028751,-28.828751,0.596000,32.028751,-28.828751,2.000000,0.000000
2138,2333,1965.144995,69.375000,32.375000,15,1694.822510,32.285160,69.609380,21883,4151,diva_id__3683,32.255417,69.412918,-0.182000,32.255417,69.412918,2.000000,0.000000
2139,3230,0.000000,67.125000,32.375000,70,12355.971680,32.753910,67.005210,20554,4147,diva_id__3679,32.401249,67.128754,-0.171000,32.401249,67.128754,2.206804,0.000000
2140,3286,2816.655592,66.875000,32.375000,117,25499.009766,32.753910,67.005210,20353,4147,diva_id__3679,32.416252,66.878754,-0.171000,32.416252,66.878754,2.891962,0.000000
2141,8403,0.000000,46.625000,32.375000,553,510713.718750,32.080080,46.536460,22942,1599,diva_id__1128,32.379585,46.527084,-0.077000,32.379585,46.527084,6.623858,0.000000
2142,12631,0.000000,31.375000,32.375000,10,11733.419922,32.197270,31.276040,5164,1983,diva_id__1512,32.251251,31.281250,-0.040000,32.251251,31.281250,2.000000,0.000000
2143,12757,0.000000,30.875000,32.375000,10,6241.247070,32.314450,31.276040,1406,1985,diva_id__1514,32.317917,31.263750,-0.043000,32.317917,31.263750,2.000000,0.000000
2144,13114,0.000000,29.625000,32.375000,10,2940.459229,32.431640,29.531250,12876,2988,diva_id__2517,32.366249,29.632084,-0.038000,32.366249,29.632084,2.000000,0.000000
2145,21973,0.000000,-25.625000,32.375000,10,1128.615967,32.666020,-26.015620,19540,2849,diva_id__2378,32.472084,-25.993752,0.644000,32.472084,-25.993752,2.000000,0.000000
2146,22042,0.000000,-26.125000,32.375000,10,5481.681641,32.666020,-26.015620,18916,2849,diva_id__2378,32.477081,-26.006252,0.644000,32.477081,-26.006252,2.000000,0.000000
2147,22075,2492.341796,-26.375000,32.375000,10,2736.287842,32.666020,-26.015620,17343,2849,diva_id__2378,32.492920,-26.026253,0.644000,32.492920,-26.026253,2.000000,0.000000
2148,22300,0.000000,-28.125000,32.375000,10,9357.094727,32.548830,-28.046870,39783,2844,diva_id__2373,32.417915,-28.385418,0.653000,32.417915,-28.385418,2.000000,0.000000
2149,22342,0.000000,-28.375000,32.375000,12,10008.085938,32.548830,-28.046870,41957,2844,diva_id__2373,32.418751,-28.406250,0.653000,32.418751,-28.406250,2.000000,0.000000
2150,9981,0.000000,41.625000,32.625000,10,2109.194824,31.464840,41.562500,65280,1808,diva_id__1337,32.232086,41.687080,-0.147000,32.232086,41.687080,2.000000,0.000000
2151,12705,0.000000,31.125000,32.625000,10,2777.135986,32.607420,31.067710,7927,1975,diva_id__1504,32.529587,31.092916,-0.037000,32.529587,31.092916,2.000000,0.000000
2152,13032,0.000000,29.875000,32.625000,10,1035.753418,32.490230,29.921880,7560,2989,diva_id__2518,32.567085,29.935417,-0.038000,32.567085,29.935417,2.000000,0.000000
2153,13186,0.000000,29.375000,32.625000,10,1236.247314,32.607420,29.244790,29215,2987,diva_id__2516,32.734585,29.482916,0.361000,32.734585,29.482916,2.000000,0.000000
2154,13261,0.000000,29.125000,32.625000,10,4146.678223,32.607420,29.244790,13925,2987,diva_id__2516,32.656250,29.127083,0.361000,32.656250,29.127083,2.000000,0.000000
2155,22004,2494.861631,-25.875000,32.625000,40,46564.695312,32.724610,-25.755210,1037,16588,deltas_418,32.728752,-25.763752,0.647000,32.728752,-25.763752,2.000000,0.000000
2156,2335,1966.319770,69.375000,32.875000,11,1101.984497,33.339840,69.088540,30023,4152,diva_id__3684,32.832916,69.289581,-0.171000,32.832916,69.289581,2.000000,0.000000
2157,3232,1989.506899,67.125000,32.875000,12,1206.163818,32.753910,67.005210,12426,4147,diva_id__3679,32.963749,67.081253,-0.171000,32.963749,67.081253,2.000000,0.000000
2158,12706,0.000000,31.125000,32.875000,10,1216.964722,32.958980,31.119790,2560,14522,diva_idp_med_1906,32.954582,31.097084,-0.038000,32.954582,31.097084,2.000000,0.000000
2160,22077,0.000000,-26.375000,32.875000,10,2169.759521,32.900390,-26.380210,12365,16589,deltas_420,32.831253,-26.287918,0.632000,32.831253,-26.287918,2.000000,0.000000
2161,2443,0.000000,69.125000,33.125000,116,24803.943359,33.339840,69.088540,11601,4152,diva_id__3684,33.065418,69.052917,-0.171000,33.065418,69.052917,2.873606,0.000000
2162,8575,0.000000,46.125000,33.125000,10,2245.662842,33.486330,45.963540,34385,1605,diva_id__1134,33.222916,46.212917,-0.077000,33.222916,46.212917,2.000000,0.000000
2163,13344,0.000000,28.875000,33.125000,10,1071.437256,32.841800,28.671880,40441,2985,diva_id__2514,33.179585,28.882915,0.361000,33.179585,28.882915,2.000000,0.000000
2164,13421,0.000000,28.625000,33.125000,10,1788.591797,32.841800,28.671880,36172,2985,diva_id__2514,33.211250,28.646250,0.361000,33.211250,28.646250,2.000000,0.000000
2165,13503,0.000000,28.375000,33.125000,10,1190.835327,32.841800,28.671880,32616,2985,diva_id__2514,33.037918,28.434584,0.361000,33.037918,28.434584,2.000000,0.000000
2166,13579,0.000000,28.125000,33.125000,10,1127.725708,33.369140,28.072920,15035,2984,diva_id__2513,33.242920,28.149584,0.363000,33.242920,28.149584,2.000000,0.000000
2168,8917,2267.936331,45.125000,33.375000,10,1243.323364,33.251950,45.755210,63856,1613,diva_id__1142,33.417084,45.192917,-0.077000,33.417084,45.192917,2.000000,0.000000
2170,13580,0.000000,28.125000,33.375000,10,1154.872559,33.369140,28.072920,4104,2984,diva_id__2513,33.373749,28.036249,0.363000,33.373749,28.036249,2.000000,0.000000
2171,13669,0.000000,27.875000,33.375000,10,1138.968262,33.369140,28.072920,28568,2984,diva_id__2513,33.482086,27.836250,0.363000,33.482086,27.836250,2.000000,0.000000
2172,3458,5994.770351,66.375000,33.625000,23,3286.205811,33.691410,66.432290,18498,4146,diva_id__3678,33.572918,66.272919,-0.002000,33.572918,66.272919,2.000000,0.000000
2173,13505,0.000000,28.375000,33.625000,10,1870.374634,33.369140,28.072920,29641,2984,diva_id__2513,33.593750,28.251249,0.363000,33.593750,28.251249,2.000000,0.000000
2174,13767,0.000000,27.625000,33.625000,10,1613.935547,33.720700,27.317710,32297,2983,diva_id__2512,33.557915,27.569584,0.354000,33.557915,27.569584,2.000000,0.000000
2175,21903,2500.300018,-25.125000,33.625000,37,405933.875000,33.544920,-25.182290,3136,16587,deltas_416,33.516251,-25.171253,0.677000,33.516251,-25.171253,2.000000,0.000000
2178,8653,0.000000,45.875000,33.875000,10,2292.062744,33.486330,45.911460,21194,1607,diva_id__1136,33.758751,45.931252,-0.077000,33.758751,45.931252,2.000000,0.000000
2179,11734,0.000000,35.125000,33.875000,10,1791.721680,33.896480,35.182290,2855,10030,diva_id__9562,33.912918,35.160416,-0.105000,33.912918,35.160416,2.000000,0.000000
2180,12710,2440.129621,31.125000,33.875000,10,23769.462891,33.486330,31.171880,30742,15418,diva_idp_med_2802,33.807915,31.146250,-0.010000,33.807915,31.146250,2.000000,0.000000
2181,11380,0.000000,36.625000,34.125000,10,1313.344604,34.277340,36.588540,4229,14681,diva_idp_med_2065,34.247917,36.558750,-0.108000,34.247917,36.558750,2.000000,0.000000
2182,11445,0.000000,36.375000,34.125000,14,10387.430664,34.013670,36.276040,4041,1888,diva_id__1417,34.047085,36.300415,-0.138000,34.047085,36.300415,2.000000,0.000000
2184,14154,0.000000,26.375000,34.125000,10,1846.093872,34.482420,25.807290,68195,2982,diva_id__2511,34.158752,26.347084,0.374000,34.158752,26.347084,2.000000,0.000000
2186,3373,1993.857807,66.625000,34.375000,40,7183.334473,33.691410,66.432290,38920,4146,diva_id__3678,34.333752,66.671249,-0.002000,34.333752,66.671249,2.000000,0.000000
2187,12633,0.000000,31.375000,34.375000,10,3573.696533,34.365230,31.432290,3852,1970,diva_id__1499,34.377083,31.465416,0.003000,34.377083,31.465416,2.000000,0.000000
2188,13584,0.000000,28.125000,34.375000,10,1061.661255,34.746090,28.593750,59114,768,diva_id__297,34.438751,28.136250,0.368000,34.438751,28.136250,2.000000,0.000000
2189,14219,0.000000,26.125000,34.375000,10,1550.464600,34.482420,25.807290,38225,2982,diva_id__2511,34.282917,26.100416,0.374000,34.282917,26.100416,2.000000,0.000000
2190,21868,0.000000,-24.875000,34.375000,10,14878.446289,33.837890,-25.078120,63240,2851,diva_id__2380,34.424583,-24.877087,0.697000,34.424583,-24.877087,2.000000,0.000000
2191,3841,4501.342642,64.875000,34.625000,132,31228.326172,34.980470,64.661460,35325,4145,diva_id__3677,34.679585,64.952080,-0.007000,34.679585,64.952080,3.082366,0.000000
2192,12499,0.000000,31.875000,34.625000,10,1013.946777,34.599610,31.744790,8823,1966,diva_id__1495,34.642082,31.815416,-0.006000,34.642082,31.815416,2.000000,0.000000
2193,13265,0.000000,29.125000,34.625000,10,3504.272705,34.746090,28.593750,45813,768,diva_id__297,34.684586,29.002083,0.368000,34.684586,29.002083,2.000000,0.000000
2194,13506,0.000000,28.375000,34.625000,10,2075.089355,34.746090,28.593750,24752,768,diva_id__297,34.517918,28.497084,0.368000,34.517918,28.497084,2.000000,0.000000
2195,21325,0.000000,-19.625000,34.625000,100,30841.765625,34.951170,-19.817710,34678,2863,diva_id__2392,34.658752,-19.671253,0.747000,34.658752,-19.671253,2.657933,0.000000
2196,21343,0.000000,-19.875000,34.625000,62,28502.869141,34.892580,-19.973960,18614,16572,deltas_392,34.742085,-19.884586,0.747000,34.742085,-19.884586,2.058323,0.000000
2197,21369,0.000000,-20.125000,34.625000,10,3423.634521,34.716800,-20.390620,24537,2862,diva_id__2391,34.673752,-20.173752,0.750000,34.673752,-20.173752,2.000000,0.000000
2198,21416,5078.947276,-20.625000,34.625000,14,10212.216797,34.716800,-20.390620,21076,2862,diva_id__2391,34.672085,-20.575417,0.750000,34.672085,-20.575417,2.000000,0.000000
2199,3917,2018.038110,64.625000,34.875000,117,28030.863281,34.980470,64.661460,17104,4145,diva_id__3677,34.792919,64.530418,-0.007000,34.792919,64.530418,2.898355,0.000000
2200,11208,0.000000,37.125000,34.875000,10,1996.400757,34.833980,36.796880,7433,14683,diva_idp_med_2067,34.892918,36.749580,-0.070000,34.892918,36.749580,2.000000,0.000000
2201,11383,0.000000,36.625000,34.875000,19,20790.615234,34.833980,36.796880,10324,14683,diva_idp_med_2067,34.907917,36.725418,-0.070000,34.907917,36.725418,2.000000,0.000000
2202,12444,0.000000,32.125000,34.875000,10,1781.939819,34.775390,32.109380,381,1960,diva_id__1489,34.773750,32.106251,-0.012000,34.773750,32.106251,2.000000,0.000000
2203,2448,6223.382093,69.125000,35.125000,15,1920.172485,34.335940,69.348960,40369,4157,diva_id__3689,35.138752,69.123749,-0.174000,35.138752,69.123749,2.000000,0.000000
2204,12155,0.000000,33.375000,35.125000,10,2166.336914,35.214840,33.269730,7954,14583,diva_idp_med_1967,35.246250,33.336250,-0.045000,35.246250,33.336250,2.000000,0.000000
2205,12273,0.000000,32.875000,35.125000,10,1121.276855,35.068360,32.838540,4274,1949,diva_id__1478,35.030418,32.817085,-0.032000,35.030418,32.817085,2.000000,0.000000
2207,13587,0.000000,28.125000,35.125000,10,4939.039062,35.185550,27.994790,18440,2994,diva_id__2523,35.053749,28.112917,0.371000,35.053749,28.112917,2.000000,0.000000
2209,21326,0.000000,-19.625000,35.125000,10,1129.947144,35.302730,-19.557290,23048,741,diva_id__270,35.131248,-19.687084,0.757000,35.131248,-19.687084,2.000000,0.000000
2210,21451,0.000000,-20.875000,35.125000,41,102198.070312,35.126950,-20.963540,7901,2861,diva_id__2390,35.058750,-20.932083,0.777000,35.058750,-20.932083,2.000000,0.000000
2211,21496,2533.551659,-21.375000,35.125000,10,12134.439453,35.126950,-20.963540,40406,2861,diva_id__2390,35.092918,-21.325417,0.777000,35.092918,-21.325417,2.000000,0.000000
2214,13674,0.000000,27.875000,35.375000,10,1111.312744,35.185550,27.994790,16902,2994,diva_id__2523,35.308750,27.888750,0.371000,35.308750,27.888750,2.000000,0.000000
2216,21293,0.000000,-19.125000,35.375000,10,1007.829468,35.302730,-19.557290,20172,741,diva_id__270,35.427917,-19.419586,0.757000,35.427917,-19.419586,2.000000,0.000000
2217,21308,0.000000,-19.375000,35.375000,10,1322.811157,35.302730,-19.557290,30555,741,diva_id__270,35.487083,-19.344585,0.757000,35.487083,-19.344585,2.000000,0.000000
2218,21327,0.000000,-19.625000,35.375000,10,1508.704956,35.302730,-19.557290,4066,741,diva_id__270,35.324585,-19.527084,0.757000,35.324585,-19.527084,2.000000,0.000000
2219,21722,2513.517310,-23.625000,35.375000,10,1254.017334,35.419920,-23.723960,8268,2852,diva_id__2381,35.342918,-23.700417,0.751000,35.342918,-23.700417,2.000000,0.000000
2220,11385,0.000000,36.625000,35.625000,17,21230.595703,35.537110,36.588540,3000,14686,diva_idp_med_2070,35.558750,36.567917,-0.045000,35.558750,36.567917,2.000000,0.000000
2221,13588,0.000000,28.125000,35.625000,10,2008.368164,35.185550,27.994790,4463,2994,diva_id__2523,35.213753,28.026249,0.371000,35.213753,28.026249,2.000000,0.000000
2222,15147,0.000000,23.125000,35.625000,10,11632.530273,36.005860,22.734380,60604,16441,deltas_220,35.619583,23.147083,0.448000,35.619583,23.147083,2.000000,0.000000
2223,15222,2520.160304,22.875000,35.625000,10,1456.986084,36.005860,22.734380,41493,16441,deltas_220,35.672085,22.945415,0.448000,35.672085,22.945415,2.000000,0.000000
2224,15313,2522.145123,22.625000,35.625000,10,1097.575073,36.005860,22.734380,8674,16441,deltas_220,35.924583,22.712917,0.448000,35.924583,22.712917,2.000000,0.000000
2225,21294,0.000000,-19.125000,35.625000,10,1614.747681,35.888670,-18.984370,25712,2865,diva_id__2394,35.685417,-19.112919,0.784000,35.685417,-19.112919,2.000000,0.000000
2226,21675,2518.875200,-23.125000,35.625000,10,2442.758301,35.478520,-23.307290,23515,2859,diva_id__2388,35.510418,-23.097919,0.752000,35.510418,-23.097919,2.000000,0.000000
2227,9984,0.000000,41.625000,35.875000,54,75602.960938,36.386720,41.223960,67061,1793,diva_id__1322,35.957085,41.733749,-0.076000,35.957085,41.733749,2.000000,0.000000
2228,11487,0.000000,36.125000,35.875000,14,23698.390625,35.888670,35.911460,16499,1907,diva_id__1436,35.962917,36.047081,-0.097000,35.962917,36.047081,2.000000,0.000000
2229,11586,0.000000,35.625000,35.875000,10,1075.072632,35.771480,35.572920,8943,14582,diva_idp_med_1966,35.816250,35.501251,-0.102000,35.816250,35.501251,2.000000,0.000000
2230,11862,0.000000,34.625000,35.875000,10,1029.259277,36.005860,34.609380,4654,1918,diva_id__1447,35.972916,34.641251,-0.135000,35.972916,34.641251,2.000000,0.000000
2231,15223,0.000000,22.875000,35.875000,10,2256.352539,36.005860,22.734380,25790,16441,deltas_220,35.787086,22.848751,0.448000,35.787086,22.848751,2.000000,0.000000
2232,15314,0.000000,22.625000,35.875000,10,42347.105469,36.005860,22.734380,5139,16441,deltas_220,35.987915,22.691250,0.448000,35.987915,22.691250,2.000000,0.000000
2233,21259,0.000000,-18.625000,35.875000,10,2895.806641,35.888670,-18.984370,4982,2865,diva_id__2394,35.887917,-18.939583,0.784000,35.887917,-18.939583,2.000000,0.000000
2235,14087,0.000000,26.625000,36.125000,10,5005.028320,36.474610,26.171880,61798,2995,diva_id__2524,36.187920,26.664583,0.400000,36.187920,26.664583,2.000000,0.000000
2236,21276,0.000000,-18.875000,36.125000,10,4625.592285,35.888670,-18.984370,16246,2865,diva_id__2394,36.016251,-18.902084,0.784000,36.016251,-18.902084,2.000000,0.000000
2237,4094,4048.849482,63.875000,36.375000,17,1956.213379,37.089840,63.880210,40037,4142,diva_id__3674,36.302086,63.978752,-0.010000,36.302086,63.978752,2.000000,0.000000
2239,21277,0.000000,-18.875000,36.375000,546,1372867.000000,36.240230,-18.880210,8836,16567,deltas_381,36.255417,-18.802086,0.783000,36.255417,-18.802086,6.579911,0.000000
2240,10049,0.000000,41.375000,36.625000,45,36293.019531,36.650390,41.380210,582,16373,deltas_080,36.657082,41.378750,-0.076000,36.657082,41.378750,2.000000,0.000000
2241,14221,0.000000,26.125000,36.625000,10,1400.095581,36.474610,26.171880,8725,2995,diva_id__2524,36.517918,26.103750,0.400000,36.517918,26.103750,2.000000,0.000000
2242,14285,0.000000,25.875000,36.625000,10,104259.382812,36.650390,25.963540,8561,16431,deltas_197,36.677086,25.890415,0.400000,36.677086,25.890415,2.000000,0.000000
2243,2595,1970.042580,68.875000,36.875000,11,1099.376465,37.148440,68.880210,13376,4150,diva_id__3682,36.831249,68.917915,-0.155000,36.831249,68.917915,2.000000,0.000000
2244,3844,0.000000,64.875000,36.875000,10,1032.081787,37.207030,65.182290,31995,4140,diva_id__3672,36.797916,64.952080,-0.008000,36.797916,64.952080,2.000000,0.000000
2245,14156,0.000000,26.375000,36.875000,10,1835.390869,36.650390,25.963540,5256,16431,deltas_197,36.702919,25.962082,0.400000,36.702919,25.962082,2.000000,0.000000
2247,15605,0.000000,21.625000,36.875000,10,1196.429932,36.708980,22.161460,69977,2979,diva_id__2508,36.936249,21.568748,0.478000,36.936249,21.568748,2.000000,0.000000
2248,21199,0.000000,-17.875000,36.875000,42,19086.658203,37.001950,-18.046870,16856,2867,diva_id__2396,36.897919,-17.932083,0.796000,36.897919,-17.932083,2.000000,0.000000
2249,21223,5716.918460,-18.125000,36.875000,10,1803.146240,37.001950,-18.046870,33496,2867,diva_id__2396,36.762917,-18.244583,0.796000,36.762917,-18.244583,2.000000,0.000000
2250,16069,0.000000,19.875000,37.125000,10,4592.840332,37.294920,19.817710,11112,2975,diva_id__2504,37.230419,19.897083,0.575000,37.230419,19.897083,2.000000,0.000000
2252,16396,0.000000,18.625000,37.125000,10,1036.742310,37.412110,18.828130,14998,2974,diva_id__2503,37.518749,18.738750,0.588000,37.518749,18.738750,2.000000,0.000000
2253,21170,5725.125240,-17.625000,37.125000,10,2410.699707,37.294920,-17.734370,13951,2873,diva_id__2402,37.167919,-17.701252,0.796000,37.167919,-17.701252,2.000000,0.000000
2254,2597,1971.578810,68.875000,37.375000,19,2272.444092,37.148440,68.880210,13873,4150,diva_id__3682,37.307919,68.769585,-0.155000,37.307919,68.769585,2.000000,0.000000
2255,16203,0.000000,19.375000,37.375000,10,1949.676147,37.294920,19.817710,47367,2975,diva_id__2504,37.309586,19.392082,0.575000,37.309586,19.392082,2.000000,0.000000
2257,21171,0.000000,-17.625000,37.375000,67,22945.521484,37.294920,-17.734370,10629,2873,diva_id__2402,37.356251,-17.658752,0.796000,37.356251,-17.658752,2.156861,0.000000
2258,4099,0.000000,63.875000,37.625000,11,1069.173584,37.558590,63.880210,6962,4143,diva_id__3675,37.611252,63.822083,-0.010000,37.611252,63.822083,2.000000,0.000000
2259,10127,2322.217428,41.125000,37.625000,10,1239.609985,37.294920,41.119790,22145,1789,diva_id__1318,37.526249,41.023750,-0.076000,37.526249,41.023750,2.000000,0.000000
2260,16398,0.000000,18.625000,37.625000,10,2359.083008,37.412110,18.828130,21098,2974,diva_id__2503,37.571251,18.712915,0.588000,37.571251,18.712915,2.000000,0.000000
2261,21143,0.000000,-17.375000,37.625000,28,8957.884766,37.294920,-17.734370,53427,2873,diva_id__2402,37.711250,-17.463753,0.796000,37.711250,-17.463753,2.000000,0.000000
2262,21172,0.000000,-17.625000,37.625000,10,1059.000366,37.294920,-17.734370,37091,2873,diva_id__2402,37.573750,-17.532917,0.796000,37.573750,-17.532917,2.000000,0.000000
2263,2721,5580.833632,68.625000,37.875000,14,1755.194702,37.148440,68.880210,37679,4150,diva_id__3682,37.753750,68.622086,-0.155000,37.753750,68.622086,2.000000,0.000000
2264,3550,0.000000,66.125000,37.875000,10,1190.399536,38.085940,66.067710,15382,4148,diva_id__3680,37.762085,66.111252,-0.012000,37.762085,66.111252,2.000000,0.000000
2265,4100,0.000000,63.875000,37.875000,208,56823.203125,37.792970,63.932290,9735,4141,diva_id__3673,37.992085,63.934586,-0.008000,37.992085,63.934586,3.930120,0.000000
2266,10204,2322.856792,40.875000,37.875000,10,2007.056519,37.792970,41.093750,17121,1787,diva_id__1316,37.934586,40.982918,-0.076000,37.934586,40.982918,2.000000,0.000000
2267,16399,0.000000,18.625000,37.875000,10,63737.742188,37.880860,18.619790,2858,16460,deltas_251,37.860416,18.602917,0.597000,37.860416,18.602917,2.000000,0.000000
2268,16488,0.000000,18.375000,37.875000,10,2407.154785,37.880860,18.619790,18540,16460,deltas_251,37.997917,18.495417,0.597000,37.997917,18.495417,2.000000,0.000000
2269,8246,2242.472892,47.125000,38.125000,10,1249.673706,38.935550,47.213540,66704,1675,diva_id__1204,38.066250,47.112083,-0.076000,38.066250,47.112083,2.000000,0.000000
2270,14920,0.000000,23.875000,38.125000,10,6425.709961,38.173830,24.036460,7329,770,diva_id__299,38.192917,23.972916,0.467000,38.192917,23.972916,2.000000,0.000000
2271,21117,0.000000,-17.125000,38.125000,10,1461.339844,38.408200,-17.161460,36348,743,diva_id__272,38.067917,-17.194584,0.841000,38.067917,-17.194584,2.000000,0.000000
2272,3552,0.000000,66.125000,38.375000,22,3583.994385,38.085940,66.067710,9769,4148,diva_id__3680,38.292919,66.042084,-0.012000,38.292919,66.042084,2.000000,0.000000
2273,8247,2242.028278,47.125000,38.375000,10,1378.656860,38.935550,47.213540,46639,1675,diva_id__1204,38.327919,47.141251,-0.076000,38.327919,47.141251,2.000000,0.000000
2274,8248,0.000000,47.125000,38.625000,15,7047.613281,38.935550,47.213540,32122,1675,diva_id__1204,38.512917,47.182915,-0.076000,38.512917,47.182915,2.000000,0.000000
2275,8412,0.000000,46.625000,38.625000,15,9191.883789,38.935550,47.213540,66043,1675,diva_id__1204,38.595417,46.667084,-0.076000,38.595417,46.667084,2.000000,0.000000
2276,15001,0.000000,23.625000,38.625000,10,2852.943115,38.525390,23.515630,9507,3000,diva_id__2529,38.594585,23.572916,0.492000,38.594585,23.572916,2.000000,0.000000
2277,21119,0.000000,-17.125000,38.625000,20,8207.623047,38.408200,-17.161460,20243,743,diva_id__272,38.587917,-17.101250,0.841000,38.587917,-17.101250,2.000000,0.000000
2278,3553,0.000000,66.125000,38.875000,10,1005.384583,38.085940,66.067710,34958,4148,diva_id__3680,38.858749,66.092087,-0.012000,38.858749,66.092087,2.000000,0.000000
2279,8324,2245.139525,46.875000,38.875000,10,1067.825562,38.935550,47.213540,34750,1675,diva_id__1204,38.840416,46.907917,-0.076000,38.840416,46.907917,2.000000,0.000000
2280,10129,0.000000,41.125000,38.875000,15,3306.415771,38.847660,40.989580,2193,1784,diva_id__1313,38.853752,41.008751,-0.076000,38.853752,41.008751,2.000000,0.000000
2282,15149,0.000000,23.125000,38.875000,10,4684.867676,38.701170,23.307290,26991,3001,diva_id__2530,38.812084,23.087082,0.494000,38.812084,23.087082,2.000000,0.000000
2283,15224,2521.013070,22.875000,38.875000,10,5129.822754,38.935550,22.838540,2601,3002,diva_id__2531,38.957916,22.849583,0.509000,38.957916,22.849583,2.000000,0.000000
2284,15533,0.000000,21.875000,38.875000,10,2687.898682,38.994140,22.057290,16727,3004,diva_id__2533,38.948750,21.912916,0.527000,38.948750,21.912916,2.000000,0.000000
2285,16645,0.000000,17.625000,38.875000,10,1834.003174,38.701170,17.838540,33890,2972,diva_id__2501,38.842918,17.565416,0.621000,38.842918,17.565416,2.000000,0.000000
2286,16817,0.000000,16.375000,38.875000,10,1934.756714,39.169920,16.380210,4032,2969,diva_id__2498,39.187916,16.412083,0.630000,39.187916,16.412083,2.000000,0.000000
2288,19871,0.000000,-5.375000,38.875000,20,40257.886719,38.994140,-5.442708,2719,16535,deltas_344,38.972916,-5.430416,0.676000,38.972916,-5.430416,2.000000,0.000000
2289,19912,0.000000,-5.625000,38.875000,15,4587.588379,38.935550,-5.598958,9037,2909,diva_id__2438,38.893749,-5.668751,0.675000,38.893749,-5.668751,2.000000,0.000000
