index,basin_idx,rivmth_idx,dist2coast,cmf_lat_15min,cmf_lon_15min,rivwth,uparea,gtsm_lon,gtsm_lat,dist,gtsm_idx,gtsm_station_id,rivmth_lon,rivmth_lat,gtsm_egm_offset,lon,lat,rivhgt,elevtn,elvp10,elvp90,elvavg,area_km,cell_count,mean_drain_length,mean_drain_slope
284,13610,13609,0.000000,27.875000,-110.875000,10,6135.361328,-110.888700,27.942710,7727,134,guaymas,-110.812080,27.927082,0.542000,-110.812080,27.927082,2.000000,0.000000,93.247498,367.000000,219.840682,6136.757104,11,109626.438802,0.002295
285,2959,2958,0.000000,67.875000,-110.625000,10,1495.388672,-110.742200,67.968750,11075,6430,diva_id__5962,-110.662918,67.873749,-0.065000,-110.662918,67.873749,2.000000,0.000000,58.927997,286.341437,181.158300,1496.582088,9,85008.316406,0.002627
286,13707,13706,0.000000,27.625000,-110.625000,10,72773.929688,-110.595700,27.630210,2655,16426,deltas_184,-110.591248,27.653748,0.541000,-110.591248,27.653748,2.000000,0.000000,155.279199,1888.193945,935.291773,72790.177952,113,512631.388480,0.002007
287,927,926,1936.499886,72.375000,-110.375000,10,1041.608032,-110.273400,72.630210,22144,6319,diva_id__5851,-110.297081,72.431252,0.055000,-110.297081,72.431252,2.000000,0.000000,101.842697,312.747498,213.801732,1042.567284,6,35738.356445,0.008316
288,13903,13902,0.000000,27.125000,-110.125000,10,1403.387939,-110.478500,27.317710,41338,5049,diva_id__4581,-110.127914,27.115417,0.545000,-110.127914,27.115417,2.000000,0.000000,0.149500,1.345500,0.747500,1403.752416,2,37701.824219,0.000040
289,928,927,0.000000,72.375000,-109.875000,10,1034.191528,-109.570300,72.838540,44675,6318,diva_id__5850,-109.817917,72.443748,0.055000,-109.817917,72.443748,2.000000,0.000000,40.473244,217.591374,132.116409,1035.069376,4,63369.484375,0.003926
290,13904,13903,0.000000,27.125000,-109.875000,10,1918.025879,-109.599600,26.692710,57926,5050,diva_id__4582,-109.962914,27.100414,0.549000,-109.962914,27.100414,2.000000,0.000000,8.600000,128.600000,64.333333,1918.481760,3,74818.828125,0.002005
291,14050,14049,0.000000,26.625000,-109.875000,10,14103.208008,-109.599600,26.692710,20897,5050,diva_id__4582,-109.803749,26.737915,0.549000,-109.803749,26.737915,2.000000,0.000000,20.744000,741.100000,358.921991,14106.428037,22,229653.970486,0.002458
292,15086,15085,0.000000,23.125000,-109.625000,10,1274.544678,-109.863300,22.864580,28114,41,cabo_san_lucas,-109.681252,23.053749,0.598000,-109.681252,23.053749,2.000000,0.000000,26.897999,164.200000,94.914999,1274.793680,4,49426.593750,0.002785
294,14248,14247,0.000000,25.875000,-109.375000,10,34809.007812,-109.423800,25.807290,2349,16432,deltas_198,-109.418747,25.827915,0.560000,-109.418747,25.827915,2.000000,0.000000,42.400000,2045.098999,863.534628,34816.993100,53,386709.053309,0.003491
295,3132,3131,3972.551924,67.375000,-108.875000,45,14284.794922,-109.160200,67.734380,40572,4753,diva_id__4285,-108.904587,67.382919,-0.061000,-108.904587,67.382919,2.000000,0.000000,218.112823,474.657996,341.372669,14297.807393,47,172178.418139,0.002600
296,14314,14313,0.000000,25.625000,-108.875000,10,1176.730957,-109.423800,25.807290,50980,16432,deltas_198,-108.937912,25.671249,0.560000,-108.937912,25.671249,2.000000,0.000000,2.100000,18.900000,10.500000,1176.942400,2,47365.515625,0.000443
297,930,929,0.000000,72.375000,-108.625000,10,2062.625488,-108.632800,72.369790,7105,6327,diva_id__5859,-108.611252,72.306252,0.055000,-108.611252,72.306252,2.000000,0.000000,9.132000,182.395996,90.054915,2064.519666,11,75223.320312,0.001698
298,1187,1186,1943.759763,71.625000,-108.375000,18,4708.375977,-107.460900,71.796880,26358,1473,diva_id__1002,-107.990417,71.627914,0.059000,-107.990417,71.627914,2.000000,0.000000,54.377501,197.954001,121.693902,4712.763252,15,90921.961719,0.002126
299,14386,14385,0.000000,25.375000,-108.375000,10,12896.542969,-108.017600,25.026040,55833,5054,diva_id__4586,-108.494583,25.282082,0.584000,-108.494583,25.282082,2.000000,0.000000,33.318333,1026.149500,468.324873,12899.166695,20,190579.776367,0.003113
300,3262,3261,0.000000,66.875000,-108.125000,67,20650.173828,-107.753900,67.005210,25304,4754,diva_id__4286,-108.187080,66.853752,0.099000,-108.187080,66.853752,2.154044,0.000000,255.748967,534.015631,387.177709,20670.215977,70,198519.228571,0.002331
301,14387,14386,0.000000,25.375000,-108.125000,10,1067.463013,-108.017600,25.026040,43518,5054,diva_id__4586,-108.358749,25.266251,0.584000,-108.358749,25.266251,2.000000,0.000000,0.000000,0.000000,0.000000,1067.751680,1,10000.000000,0.000000
302,14472,14471,0.000000,25.125000,-108.125000,10,2491.907227,-108.017600,25.026040,26215,5054,diva_id__4586,-108.225418,25.167915,0.584000,-108.225418,25.167915,2.000000,0.000000,16.348501,100.146497,58.247499,2492.541216,4,68965.591797,0.001297
303,14560,14559,0.000000,24.875000,-108.125000,10,2126.009277,-108.017600,25.026040,18404,5054,diva_id__4586,-108.001251,24.861250,0.584000,-108.001251,24.861250,2.000000,0.000000,4.800000,26.400000,17.000000,2126.427808,3,57520.443359,0.000462
304,1189,1188,0.000000,71.625000,-107.875000,35,14017.797852,-107.460900,71.796880,23661,1473,diva_id__1002,-107.787079,71.610420,0.059000,-107.787079,71.610420,2.000000,0.000000,23.531000,165.154250,98.323624,14030.309751,54,137642.722656,0.000822
305,1016,1015,2742.645697,72.125000,-107.625000,10,1633.241211,-107.460900,71.796880,34187,1473,diva_id__1002,-107.598747,72.101250,0.059000,-107.598747,72.101250,2.000000,0.000000,35.146744,152.188849,114.132476,1634.587631,9,69312.108594,0.002434
306,3338,3337,0.000000,66.625000,-107.625000,10,1058.881958,-107.753900,67.005210,49732,4754,diva_id__4286,-107.602921,66.562080,0.099000,-107.602921,66.562080,2.000000,0.000000,30.597086,179.793082,113.160141,1059.880240,3,67895.273438,0.002747
307,14709,14708,0.000000,24.375000,-107.625000,12,16454.326172,-108.017600,25.026040,65773,5054,diva_id__4586,-107.732086,24.494583,0.584000,-107.732086,24.494583,2.000000,0.000000,45.897002,1901.263965,690.367752,16457.885968,27,220956.340625,0.003806
309,3265,3264,1992.402107,66.875000,-107.125000,10,1577.711182,-107.636700,67.109380,39764,4755,diva_id__4287,-107.113747,66.816254,0.099000,-107.113747,66.816254,2.000000,0.000000,38.470249,262.339828,156.288985,1579.391156,6,91181.976562,0.002619
310,14878,14877,0.000000,23.875000,-106.875000,10,2362.720947,-106.669900,23.515630,48496,5057,diva_id__4589,-106.932083,23.879583,0.617000,-106.932083,23.879583,2.000000,0.000000,13.600000,355.997998,176.298999,2363.229552,5,94634.660156,0.003239
311,14954,14953,0.000000,23.625000,-106.875000,10,6938.037598,-106.669900,23.515630,25213,5057,diva_id__4589,-106.807915,23.703749,0.617000,-106.807915,23.703749,2.000000,0.000000,72.894995,2076.100000,721.999285,6939.590922,14,180633.321094,0.005934
312,2285,2284,0.000000,69.375000,-106.625000,28,15095.538086,-105.761700,68.880210,74604,4758,diva_id__4290,-106.712082,69.459579,0.112000,-106.712082,69.459579,2.000000,0.000000,53.651749,138.151791,93.579564,15111.423371,58,169071.940972,0.000684
313,2875,2874,4424.055499,68.125000,-106.625000,10,2905.307129,-107.285200,68.098960,23815,4756,diva_id__4288,-106.711250,68.102921,0.099000,-106.711250,68.102921,2.000000,0.000000,51.991205,165.746500,115.763216,2907.686088,9,78286.353516,0.002054
315,2286,2285,3930.625062,69.375000,-106.375000,10,5809.639648,-105.761700,68.880210,61035,4758,diva_id__4290,-106.292084,69.395416,0.112000,-106.292084,69.395416,2.000000,0.000000,11.531713,122.000000,64.056435,5815.027308,21,112587.751953,0.001044
316,15088,15087,0.000000,23.125000,-106.375000,10,6024.651855,-106.201200,23.046880,10948,1205,diva_id__734,-106.293747,23.096251,0.632000,-106.293747,23.096251,2.000000,0.000000,10.664000,2197.462109,835.405577,6026.050440,9,159003.437500,0.005173
318,15170,15169,0.000000,22.875000,-106.125000,10,5719.044434,-105.849600,22.682290,24852,5058,diva_id__4590,-106.017082,22.843750,0.632000,-106.017082,22.843750,2.000000,0.000000,5.064000,634.898999,193.891250,5720.355810,9,95897.510156,0.002407
